STATE/UT                  ,YEAR ,AGE_GROUP ,GENDER ,MURDER ,ROBBERY ,KIDNAPP ,FRAUD ,VIOLENCE
ANDAMAN & NICOBAR ISLANDS ,2002 ,Below 18  ,MALE   ,     3 ,     16 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2002 ,Below 18  ,FEMALE ,     0 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2002 ,18 to 60  ,MALE   ,    12 ,    140 ,      3 ,   15 ,     120
ANDAMAN & NICOBAR ISLANDS ,2002 ,18 to 60  ,FEMALE ,     3 ,      1 ,      1 ,    1 ,       5
ANDAMAN & NICOBAR ISLANDS ,2002 ,Above 60  ,MALE   ,     0 ,      1 ,      1 ,    1 ,       5
ANDAMAN & NICOBAR ISLANDS ,2002 ,Above 60  ,FEMALE ,     0 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2003 ,Below 18  ,MALE   ,     4 ,     19 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2003 ,Below 18  ,FEMALE ,     0 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2003 ,18 to 60  ,MALE   ,    15 ,    167 ,      4 ,   16 ,     135
ANDAMAN & NICOBAR ISLANDS ,2003 ,18 to 60  ,FEMALE ,     3 ,      1 ,      1 ,    1 ,       6
ANDAMAN & NICOBAR ISLANDS ,2003 ,Above 60  ,MALE   ,     0 ,      1 ,      1 ,    1 ,       6
ANDAMAN & NICOBAR ISLANDS ,2003 ,Above 60  ,FEMALE ,     0 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2004 ,Below 18  ,MALE   ,     3 ,     28 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2004 ,Below 18  ,FEMALE ,     0 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2004 ,18 to 60  ,MALE   ,    11 ,    251 ,      6 ,   12 ,     116
ANDAMAN & NICOBAR ISLANDS ,2004 ,18 to 60  ,FEMALE ,     2 ,      1 ,      1 ,    1 ,       5
ANDAMAN & NICOBAR ISLANDS ,2004 ,Above 60  ,MALE   ,     0 ,      1 ,      1 ,    1 ,       5
ANDAMAN & NICOBAR ISLANDS ,2004 ,Above 60  ,FEMALE ,     0 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2005 ,Below 18  ,MALE   ,     3 ,     26 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2005 ,Below 18  ,FEMALE ,     0 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2005 ,18 to 60  ,MALE   ,    11 ,    231 ,      3 ,   21 ,      92
ANDAMAN & NICOBAR ISLANDS ,2005 ,18 to 60  ,FEMALE ,     2 ,      1 ,      1 ,    1 ,       4
ANDAMAN & NICOBAR ISLANDS ,2005 ,Above 60  ,MALE   ,     0 ,      1 ,      1 ,    1 ,       4
ANDAMAN & NICOBAR ISLANDS ,2005 ,Above 60  ,FEMALE ,     0 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2006 ,Below 18  ,MALE   ,     1 ,     29 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2006 ,Below 18  ,FEMALE ,     0 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2006 ,18 to 60  ,MALE   ,     3 ,    261 ,     10 ,   22 ,     102
ANDAMAN & NICOBAR ISLANDS ,2006 ,18 to 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       5
ANDAMAN & NICOBAR ISLANDS ,2006 ,Above 60  ,MALE   ,     0 ,      1 ,      1 ,    1 ,       5
ANDAMAN & NICOBAR ISLANDS ,2006 ,Above 60  ,FEMALE ,     0 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2007 ,Below 18  ,MALE   ,     1 ,     33 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2007 ,Below 18  ,FEMALE ,    11 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2007 ,18 to 60  ,MALE   ,     2 ,    296 ,     21 ,   31 ,     144
ANDAMAN & NICOBAR ISLANDS ,2007 ,18 to 60  ,FEMALE ,     0 ,      1 ,      1 ,    1 ,       6
ANDAMAN & NICOBAR ISLANDS ,2007 ,Above 60  ,MALE   ,     0 ,      1 ,      1 ,    1 ,       6
ANDAMAN & NICOBAR ISLANDS ,2007 ,Above 60  ,FEMALE ,     3 ,      1 ,      1 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2008 ,Below 18  ,MALE   ,     1 ,     35 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2008 ,Below 18  ,FEMALE ,     7 ,      1 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2008 ,18 to 60  ,MALE   ,     1 ,    314 ,      0 ,   32 ,     161
ANDAMAN & NICOBAR ISLANDS ,2008 ,18 to 60  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       7
ANDAMAN & NICOBAR ISLANDS ,2008 ,Above 60  ,MALE   ,     0 ,      1 ,      0 ,    1 ,       7
ANDAMAN & NICOBAR ISLANDS ,2008 ,Above 60  ,FEMALE ,     2 ,      1 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2009 ,Below 18  ,MALE   ,    13 ,     37 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2009 ,Below 18  ,FEMALE ,     3 ,      1 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2009 ,18 to 60  ,MALE   ,     0 ,    329 ,      0 ,   29 ,     140
ANDAMAN & NICOBAR ISLANDS ,2009 ,18 to 60  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       6
ANDAMAN & NICOBAR ISLANDS ,2009 ,Above 60  ,MALE   ,     4 ,      1 ,      0 ,    1 ,       6
ANDAMAN & NICOBAR ISLANDS ,2009 ,Above 60  ,FEMALE ,     2 ,      1 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2010 ,Below 18  ,MALE   ,     9 ,     33 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2010 ,Below 18  ,FEMALE ,     2 ,      1 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2010 ,18 to 60  ,MALE   ,     0 ,    297 ,      0 ,   66 ,     122
ANDAMAN & NICOBAR ISLANDS ,2010 ,18 to 60  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       5
ANDAMAN & NICOBAR ISLANDS ,2010 ,Above 60  ,MALE   ,     3 ,      1 ,      0 ,    1 ,       5
ANDAMAN & NICOBAR ISLANDS ,2010 ,Above 60  ,FEMALE ,     9 ,      1 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2011 ,Below 18  ,MALE   ,     2 ,     28 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2011 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2011 ,18 to 60  ,MALE   ,     0 ,    250 ,      0 ,   35 ,     104
ANDAMAN & NICOBAR ISLANDS ,2011 ,18 to 60  ,FEMALE ,     3 ,      1 ,      0 ,    1 ,       5
ANDAMAN & NICOBAR ISLANDS ,2011 ,Above 60  ,MALE   ,     3 ,      1 ,      0 ,    1 ,       5
ANDAMAN & NICOBAR ISLANDS ,2011 ,Above 60  ,FEMALE ,    11 ,      1 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2012 ,Below 18  ,MALE   ,     2 ,     22 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2012 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       1
ANDAMAN & NICOBAR ISLANDS ,2012 ,18 to 60  ,MALE   ,     0 ,    198 ,      0 ,   37 ,      86
ANDAMAN & NICOBAR ISLANDS ,2012 ,18 to 60  ,FEMALE ,     4 ,      1 ,      0 ,    1 ,       4
ANDAMAN & NICOBAR ISLANDS ,2012 ,Above 60  ,MALE   ,    10 ,      1 ,      0 ,    1 ,       4
ANDAMAN & NICOBAR ISLANDS ,2012 ,Above 60  ,FEMALE ,     2 ,      1 ,      0 ,    1 ,       1
ANDHRA PRADESH            ,2001 ,Below 18  ,MALE   ,    32 ,   1901 ,     64 ,   18 ,     208
ANDHRA PRADESH            ,2001 ,Below 18  ,FEMALE ,     1 ,     29 ,      3 ,    6 ,       7
ANDHRA PRADESH            ,2001 ,18 to 60  ,MALE   ,  2405 ,  38754 ,   2141 , 5677 ,   40638
ANDHRA PRADESH            ,2001 ,18 to 60  ,FEMALE ,   252 ,    732 ,    143 ,  482 ,    5304
ANDHRA PRADESH            ,2001 ,Above 60  ,MALE   ,    42 ,    149 ,     14 ,  140 ,     959
ANDHRA PRADESH            ,2001 ,Above 60  ,FEMALE ,     5 ,      4 ,      1 ,    9 ,     171
ANDHRA PRADESH            ,2002 ,Below 18  ,MALE   ,    32 ,   2146 ,     71 ,   23 ,     369
ANDHRA PRADESH            ,2002 ,Below 18  ,MALE   ,     1 ,     32 ,      4 ,    8 ,      11
ANDHRA PRADESH            ,2002 ,18 to 60  ,MALE   ,  2363 ,  43743 ,   2358 , 7127 ,   72158
ANDHRA PRADESH            ,2002 ,18 to 60  ,MALE   ,   248 ,    826 ,    157 ,  605 ,    9417
ANDHRA PRADESH            ,2002 ,Above 60  ,MALE   ,    42 ,    168 ,     16 ,  176 ,    1703
ANDHRA PRADESH            ,2002 ,Above 60  ,MALE   ,     5 ,      4 ,      2 ,   11 ,     303
ANDHRA PRADESH            ,2003 ,Below 18  ,MALE   ,    33 ,   2593 ,     81 ,   25 ,     385
ANDHRA PRADESH            ,2003 ,Below 18  ,MALE   ,     2 ,     39 ,      4 ,    9 ,      12
ANDHRA PRADESH            ,2003 ,18 to 60  ,MALE   ,  2472 ,  52866 ,   2689 , 8078 ,   75414
ANDHRA PRADESH            ,2003 ,18 to 60  ,MALE   ,   259 ,    998 ,    180 ,  686 ,    9842
ANDHRA PRADESH            ,2003 ,Above 60  ,MALE   ,    43 ,    203 ,     18 ,  199 ,    1779
ANDHRA PRADESH            ,2003 ,Above 60  ,MALE   ,     5 ,      5 ,      2 ,   12 ,     317
ANDHRA PRADESH            ,2004 ,Below 18  ,MALE   ,    32 ,   2580 ,     83 ,   25 ,     403
ANDHRA PRADESH            ,2004 ,Below 18  ,MALE   ,     1 ,     39 ,      4 ,    9 ,      12
ANDHRA PRADESH            ,2004 ,18 to 60  ,MALE   ,  2409 ,  52592 ,   2763 , 8081 ,   78855
ANDHRA PRADESH            ,2004 ,18 to 60  ,MALE   ,   252 ,    993 ,    184 ,  686 ,   10291
ANDHRA PRADESH            ,2004 ,Above 60  ,MALE   ,    42 ,    202 ,     18 ,  199 ,    1861
ANDHRA PRADESH            ,2004 ,Above 60  ,MALE   ,     5 ,      5 ,      2 ,   12 ,     331
ANDHRA PRADESH            ,2005 ,Below 18  ,MALE   ,    34 ,   2586 ,     88 ,   26 ,     388
ANDHRA PRADESH            ,2005 ,Below 18  ,MALE   ,     2 ,     39 ,      4 ,    9 ,      12
ANDHRA PRADESH            ,2005 ,18 to 60  ,MALE   ,  2513 ,  52728 ,   2919 , 8182 ,   75984
ANDHRA PRADESH            ,2005 ,18 to 60  ,MALE   ,   263 ,    995 ,    195 ,  694 ,    9917
ANDHRA PRADESH            ,2005 ,Above 60  ,MALE   ,    44 ,    202 ,     19 ,  202 ,    1793
ANDHRA PRADESH            ,2005 ,Above 60  ,MALE   ,     5 ,      5 ,      2 ,   12 ,     319
ANDHRA PRADESH            ,2006 ,Below 18  ,MALE   ,    34 ,   2569 ,    110 ,   27 ,     447
ANDHRA PRADESH            ,2006 ,Below 18  ,MALE   ,     2 ,     39 ,      5 ,    9 ,      14
ANDHRA PRADESH            ,2006 ,18 to 60  ,MALE   ,  2538 ,  52381 ,   3676 , 8703 ,   87427
ANDHRA PRADESH            ,2006 ,18 to 60  ,MALE   ,   266 ,    989 ,    245 ,  739 ,   11410
ANDHRA PRADESH            ,2006 ,Above 60  ,MALE   ,    45 ,    201 ,     24 ,  215 ,    2063
ANDHRA PRADESH            ,2006 ,Above 60  ,MALE   ,     5 ,      5 ,      2 ,   13 ,     367
ANDHRA PRADESH            ,2007 ,Below 18  ,MALE   ,    33 ,   2618 ,    114 ,   26 ,     422
ANDHRA PRADESH            ,2007 ,Below 18  ,MALE   ,     2 ,     39 ,      5 ,    9 ,      13
ANDHRA PRADESH            ,2007 ,18 to 60  ,MALE   ,  2459 ,  53371 ,   3797 , 8256 ,   82714
ANDHRA PRADESH            ,2007 ,18 to 60  ,MALE   ,   258 ,   1008 ,    253 ,  701 ,   10795
ANDHRA PRADESH            ,2007 ,Above 60  ,MALE   ,    43 ,    205 ,     25 ,  204 ,    1952
ANDHRA PRADESH            ,2007 ,Above 60  ,MALE   ,     5 ,      5 ,      2 ,   12 ,     347
ANDHRA PRADESH            ,2008 ,Below 18  ,MALE   ,    34 ,   2734 ,    107 ,   28 ,     440
ANDHRA PRADESH            ,2008 ,Below 18  ,MALE   ,     2 ,     41 ,      5 ,    9 ,      13
ANDHRA PRADESH            ,2008 ,18 to 60  ,MALE   ,  2508 ,  55745 ,   3567 , 8764 ,   86112
ANDHRA PRADESH            ,2008 ,18 to 60  ,MALE   ,   263 ,   1052 ,    238 ,  744 ,   11238
ANDHRA PRADESH            ,2008 ,Above 60  ,MALE   ,    44 ,    214 ,     24 ,  216 ,    2032
ANDHRA PRADESH            ,2008 ,Above 60  ,MALE   ,     5 ,      6 ,      2 ,   13 ,     362
ANDHRA PRADESH            ,2009 ,Below 18  ,MALE   ,    30 ,   2643 ,    106 ,   28 ,     410
ANDHRA PRADESH            ,2009 ,Below 18  ,MALE   ,     1 ,     40 ,      5 ,    9 ,      13
ANDHRA PRADESH            ,2009 ,18 to 60  ,MALE   ,  2269 ,  53892 ,   3546 , 8882 ,   80357
ANDHRA PRADESH            ,2009 ,18 to 60  ,MALE   ,   238 ,   1017 ,    237 ,  754 ,   10487
ANDHRA PRADESH            ,2009 ,Above 60  ,MALE   ,    40 ,    207 ,     23 ,  219 ,    1896
ANDHRA PRADESH            ,2009 ,Above 60  ,MALE   ,     5 ,      5 ,      2 ,   13 ,     338
ANDHRA PRADESH            ,2010 ,Below 18  ,MALE   ,    32 ,   2854 ,    111 ,   30 ,     430
ANDHRA PRADESH            ,2010 ,Below 18  ,MALE   ,     1 ,     43 ,      5 ,   10 ,      13
ANDHRA PRADESH            ,2010 ,18 to 60  ,MALE   ,  2365 ,  58175 ,   3718 , 9409 ,   84240
ANDHRA PRADESH            ,2010 ,18 to 60  ,MALE   ,   248 ,   1098 ,    248 ,  798 ,   10994
ANDHRA PRADESH            ,2010 ,Above 60  ,MALE   ,    42 ,    223 ,     25 ,  232 ,    1988
ANDHRA PRADESH            ,2010 ,Above 60  ,MALE   ,     5 ,      6 ,      2 ,   14 ,     354
ANDHRA PRADESH            ,2011 ,Below 18  ,MALE   ,    35 ,   2998 ,    117 ,   31 ,     497
ANDHRA PRADESH            ,2011 ,Below 18  ,MALE   ,     2 ,     45 ,      6 ,   11 ,      15
ANDHRA PRADESH            ,2011 ,18 to 60  ,MALE   ,  2617 ,  61125 ,   3900 ,10007 ,   97397
ANDHRA PRADESH            ,2011 ,18 to 60  ,MALE   ,   274 ,   1154 ,    260 ,  849 ,   12711
ANDHRA PRADESH            ,2011 ,Above 60  ,MALE   ,    46 ,    235 ,     26 ,  247 ,    2298
ANDHRA PRADESH            ,2011 ,Above 60  ,MALE   ,     5 ,      6 ,      2 ,   15 ,     409
ANDHRA PRADESH            ,2012 ,Below 18  ,MALE   ,    34 ,   2936 ,    102 ,   35 ,     515
ANDHRA PRADESH            ,2012 ,Below 18  ,MALE   ,     2 ,     44 ,      5 ,   12 ,      16
ANDHRA PRADESH            ,2012 ,18 to 60  ,MALE   ,  2525 ,  59849 ,   3386 ,11252 ,  100807
ANDHRA PRADESH            ,2012 ,18 to 60  ,MALE   ,   265 ,   1130 ,    226 ,  955 ,   13156
ANDHRA PRADESH            ,2012 ,Above 60  ,MALE   ,    44 ,    230 ,     22 ,  277 ,    2378
ANDHRA PRADESH            ,2012 ,Above 60  ,MALE   ,     5 ,      6 ,      2 ,   17 ,     423
ARUNACHAL PRADESH         ,2001 ,Below 18  ,MALE   ,     1 ,     80 ,      1 ,    1 ,      31
ARUNACHAL PRADESH         ,2001 ,Below 18  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2001 ,18 to 60  ,MALE   ,    83 ,   1161 ,    137 ,   75 ,     510
ARUNACHAL PRADESH         ,2001 ,18 to 60  ,FEMALE ,     2 ,      1 ,      1 ,    1 ,      39
ARUNACHAL PRADESH         ,2001 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2001 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2002 ,Below 18  ,FEMALE ,     1 ,     75 ,      1 ,    1 ,      27
ARUNACHAL PRADESH         ,2002 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2002 ,18 to 60  ,FEMALE ,    64 ,   1083 ,     94 ,   57 ,     443
ARUNACHAL PRADESH         ,2002 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,      34
ARUNACHAL PRADESH         ,2002 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2002 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2003 ,Below 18  ,FEMALE ,     1 ,     71 ,      1 ,    1 ,      27
ARUNACHAL PRADESH         ,2003 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2003 ,18 to 60  ,FEMALE ,    77 ,   1020 ,    118 ,   56 ,     433
ARUNACHAL PRADESH         ,2003 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,      33
ARUNACHAL PRADESH         ,2003 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2003 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2004 ,Below 18  ,FEMALE ,     1 ,     69 ,      1 ,    1 ,      30
ARUNACHAL PRADESH         ,2004 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2004 ,18 to 60  ,FEMALE ,    65 ,    998 ,    105 ,   61 ,     492
ARUNACHAL PRADESH         ,2004 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,      38
ARUNACHAL PRADESH         ,2004 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2004 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2005 ,Below 18  ,FEMALE ,     1 ,     92 ,      1 ,    1 ,      26
ARUNACHAL PRADESH         ,2005 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2005 ,18 to 60  ,FEMALE ,    83 ,   1334 ,     96 ,   68 ,     425
ARUNACHAL PRADESH         ,2005 ,18 to 60  ,MALE   ,     2 ,      1 ,      1 ,    1 ,      33
ARUNACHAL PRADESH         ,2005 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2005 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2006 ,Below 18  ,FEMALE ,     1 ,     82 ,      1 ,    1 ,      27
ARUNACHAL PRADESH         ,2006 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2006 ,18 to 60  ,FEMALE ,    61 ,   1180 ,    125 ,  107 ,     439
ARUNACHAL PRADESH         ,2006 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,      34
ARUNACHAL PRADESH         ,2006 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2006 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2007 ,Below 18  ,FEMALE ,     1 ,     88 ,      1 ,    1 ,      26
ARUNACHAL PRADESH         ,2007 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2007 ,18 to 60  ,FEMALE ,    67 ,   1270 ,    111 ,   84 ,     426
ARUNACHAL PRADESH         ,2007 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,      33
ARUNACHAL PRADESH         ,2007 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2007 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2008 ,Below 18  ,FEMALE ,     1 ,     79 ,      1 ,    1 ,      32
ARUNACHAL PRADESH         ,2008 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2008 ,18 to 60  ,FEMALE ,    71 ,   1150 ,    125 ,   72 ,     513
ARUNACHAL PRADESH         ,2008 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,      39
ARUNACHAL PRADESH         ,2008 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2008 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2009 ,Below 18  ,FEMALE ,     1 ,     67 ,      1 ,    1 ,      35
ARUNACHAL PRADESH         ,2009 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2009 ,18 to 60  ,FEMALE ,    62 ,    972 ,     89 ,   75 ,     572
ARUNACHAL PRADESH         ,2009 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,      44
ARUNACHAL PRADESH         ,2009 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2009 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2010 ,Below 18  ,FEMALE ,     1 ,     77 ,      1 ,    1 ,      31
ARUNACHAL PRADESH         ,2010 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2010 ,18 to 60  ,FEMALE ,    75 ,   1109 ,    112 ,  149 ,     499
ARUNACHAL PRADESH         ,2010 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,      38
ARUNACHAL PRADESH         ,2010 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2010 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2011 ,Below 18  ,FEMALE ,     1 ,     70 ,      1 ,    1 ,      27
ARUNACHAL PRADESH         ,2011 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2011 ,18 to 60  ,FEMALE ,    64 ,   1019 ,    152 ,  129 ,     438
ARUNACHAL PRADESH         ,2011 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,      34
ARUNACHAL PRADESH         ,2011 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2011 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2012 ,Below 18  ,FEMALE ,     1 ,     71 ,      1 ,    1 ,      30
ARUNACHAL PRADESH         ,2012 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2012 ,18 to 60  ,FEMALE ,    71 ,   1034 ,    139 ,  140 ,     492
ARUNACHAL PRADESH         ,2012 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,      38
ARUNACHAL PRADESH         ,2012 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
ARUNACHAL PRADESH         ,2012 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
ASSAM                     ,2001 ,Below 18  ,MALE   ,    33 ,    458 ,     59 ,    1 ,     112
ASSAM                     ,2001 ,Below 18  ,MALE   ,     2 ,      4 ,      6 ,    1 ,      16
ASSAM                     ,2001 ,18 to 60  ,MALE   ,  1306 ,  13798 ,   2859 ,  978 ,   16970
ASSAM                     ,2001 ,18 to 60  ,MALE   ,    38 ,     32 ,     38 ,   15 ,     238
ASSAM                     ,2001 ,Above 60  ,MALE   ,     7 ,     88 ,      7 ,    3 ,     182
ASSAM                     ,2001 ,Above 60  ,MALE   ,     1 ,     10 ,      6 ,    1 ,       4
ASSAM                     ,2002 ,Below 18  ,FEMALE ,    31 ,    468 ,     57 ,    1 ,      67
ASSAM                     ,2002 ,Below 18  ,MALE   ,     2 ,      4 ,      6 ,    2 ,      10
ASSAM                     ,2002 ,18 to 60  ,FEMALE ,  1224 ,  14103 ,   2773 , 1312 ,   10130
ASSAM                     ,2002 ,18 to 60  ,MALE   ,    35 ,     32 ,     36 ,   20 ,     143
ASSAM                     ,2002 ,Above 60  ,FEMALE ,     7 ,     90 ,      7 ,    3 ,     109
ASSAM                     ,2002 ,Above 60  ,MALE   ,     1 ,     10 ,      6 ,    2 ,       3
ASSAM                     ,2003 ,Below 18  ,FEMALE ,    29 ,    467 ,     59 ,    1 ,      70
ASSAM                     ,2003 ,Below 18  ,MALE   ,     2 ,      4 ,      6 ,    2 ,      10
ASSAM                     ,2003 ,18 to 60  ,FEMALE ,  1160 ,  14061 ,   2877 , 1537 ,   10636
ASSAM                     ,2003 ,18 to 60  ,MALE   ,    34 ,     32 ,     38 ,   23 ,     150
ASSAM                     ,2003 ,Above 60  ,FEMALE ,     7 ,     89 ,      7 ,    4 ,     114
ASSAM                     ,2003 ,Above 60  ,MALE   ,     1 ,     10 ,      6 ,    2 ,       3
ASSAM                     ,2004 ,Below 18  ,FEMALE ,    30 ,    482 ,     69 ,    1 ,      79
ASSAM                     ,2004 ,Below 18  ,MALE   ,     2 ,      4 ,      7 ,    2 ,      12
ASSAM                     ,2004 ,18 to 60  ,FEMALE ,  1195 ,  14532 ,   3340 , 1483 ,   11969
ASSAM                     ,2004 ,18 to 60  ,MALE   ,    35 ,     33 ,     44 ,   22 ,     168
ASSAM                     ,2004 ,Above 60  ,FEMALE ,     7 ,     92 ,      8 ,    4 ,     129
ASSAM                     ,2004 ,Above 60  ,MALE   ,     1 ,     11 ,      7 ,    2 ,       3
ASSAM                     ,2005 ,Below 18  ,FEMALE ,    31 ,    503 ,     64 ,    1 ,      76
ASSAM                     ,2005 ,Below 18  ,MALE   ,     2 ,      4 ,      7 ,    2 ,      11
ASSAM                     ,2005 ,18 to 60  ,FEMALE ,  1227 ,  15143 ,   3097 , 1438 ,   11404
ASSAM                     ,2005 ,18 to 60  ,MALE   ,    35 ,     35 ,     41 ,   22 ,     160
