STATE/UT                  ,YEAR ,AGE_GROUP ,GENDER ,MURDER ,ROBBERY ,KIDNAPP ,FRAUD ,VIOLENCE
ODISHA                    ,2011 ,18 to 60  ,FEMALE ,   160 ,    136 ,    191 ,   91 ,    1470
ODISHA                    ,2011 ,Above 60  ,MALE   ,    22 ,    228 ,      5 ,   13 ,     216
ODISHA                    ,2011 ,Above 60  ,FEMALE ,     2 ,     16 ,      6 ,    2 ,      43
ODISHA                    ,2012 ,Below 18  ,MALE   ,    35 ,    675 ,     26 ,    6 ,      86
ODISHA                    ,2012 ,Below 18  ,FEMALE ,     4 ,     16 ,      2 ,    2 ,       6
ODISHA                    ,2012 ,18 to 60  ,MALE   ,  1372 ,  23617 ,   2618 , 1816 ,   15173
ODISHA                    ,2012 ,18 to 60  ,FEMALE ,   167 ,    149 ,    258 ,  107 ,    1693
ODISHA                    ,2012 ,Above 60  ,MALE   ,    23 ,    250 ,      6 ,   16 ,     249
ODISHA                    ,2012 ,Above 60  ,FEMALE ,     2 ,     17 ,      3 ,    2 ,      50
PUDUCHERRY                ,2001 ,Below 18  ,FEMALE ,     1 ,     31 ,      3 ,    1 ,       9
PUDUCHERRY                ,2001 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
PUDUCHERRY                ,2001 ,18 to 60  ,FEMALE ,    25 ,   1142 ,      7 ,   23 ,     699
PUDUCHERRY                ,2001 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,    6 ,      58
PUDUCHERRY                ,2001 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    3 ,       7
PUDUCHERRY                ,2001 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
PUDUCHERRY                ,2002 ,Below 18  ,MALE   ,     2 ,     31 ,      1 ,    1 ,      30
PUDUCHERRY                ,2002 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       2
PUDUCHERRY                ,2002 ,18 to 60  ,MALE   ,    30 ,   1159 ,     19 ,   34 ,    2325
PUDUCHERRY                ,2002 ,18 to 60  ,MALE   ,     1 ,      1 ,      2 ,    8 ,     191
PUDUCHERRY                ,2002 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    5 ,      24
PUDUCHERRY                ,2002 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       4
PUDUCHERRY                ,2003 ,Below 18  ,MALE   ,     2 ,     33 ,      1 ,    1 ,      28
PUDUCHERRY                ,2003 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       2
PUDUCHERRY                ,2003 ,18 to 60  ,MALE   ,    28 ,   1241 ,     34 ,   34 ,    2191
PUDUCHERRY                ,2003 ,18 to 60  ,MALE   ,     1 ,      1 ,      3 ,    8 ,     180
PUDUCHERRY                ,2003 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    5 ,      22
PUDUCHERRY                ,2003 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       3
PUDUCHERRY                ,2004 ,Below 18  ,MALE   ,     2 ,     35 ,      1 ,    1 ,      26
PUDUCHERRY                ,2004 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       2
PUDUCHERRY                ,2004 ,18 to 60  ,MALE   ,    37 ,   1321 ,     19 ,    1 ,    2027
PUDUCHERRY                ,2004 ,18 to 60  ,MALE   ,     1 ,      1 ,      2 ,   33 ,     166
PUDUCHERRY                ,2004 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    8 ,      21
PUDUCHERRY                ,2004 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    5 ,       3
PUDUCHERRY                ,2005 ,Below 18  ,MALE   ,     1 ,     26 ,      1 ,    1 ,      24
PUDUCHERRY                ,2005 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       2
PUDUCHERRY                ,2005 ,18 to 60  ,MALE   ,    26 ,    980 ,     12 ,    1 ,    1837
PUDUCHERRY                ,2005 ,18 to 60  ,MALE   ,     1 ,      1 ,      1 ,   37 ,     151
PUDUCHERRY                ,2005 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    8 ,      19
PUDUCHERRY                ,2005 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    5 ,       3
PUDUCHERRY                ,2006 ,Below 18  ,MALE   ,     2 ,     31 ,      1 ,    1 ,      26
PUDUCHERRY                ,2006 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       2
PUDUCHERRY                ,2006 ,18 to 60  ,MALE   ,    31 ,   1179 ,     34 ,    1 ,    2027
PUDUCHERRY                ,2006 ,18 to 60  ,MALE   ,     1 ,      1 ,      3 ,   33 ,     166
PUDUCHERRY                ,2006 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    8 ,      21
PUDUCHERRY                ,2006 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    5 ,       3
PUDUCHERRY                ,2007 ,Below 18  ,MALE   ,     2 ,     43 ,      1 ,    1 ,      24
PUDUCHERRY                ,2007 ,Below 18  ,MALE   ,     1 ,      2 ,      1 ,    1 ,       2
PUDUCHERRY                ,2007 ,18 to 60  ,MALE   ,    34 ,   1627 ,     38 ,    1 ,    1897
PUDUCHERRY                ,2007 ,18 to 60  ,MALE   ,     1 ,      2 ,      3 ,    1 ,     156
PUDUCHERRY                ,2007 ,Above 60  ,MALE   ,     1 ,      2 ,      1 ,   39 ,      19
PUDUCHERRY                ,2007 ,Above 60  ,MALE   ,     1 ,      2 ,      1 ,    9 ,       3
PUDUCHERRY                ,2008 ,Below 18  ,MALE   ,     2 ,     39 ,      1 ,    7 ,      24
PUDUCHERRY                ,2008 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       2
PUDUCHERRY                ,2008 ,18 to 60  ,MALE   ,    36 ,   1448 ,     33 ,    1 ,    1877
PUDUCHERRY                ,2008 ,18 to 60  ,MALE   ,     1 ,      1 ,      2 ,    1 ,     154
PUDUCHERRY                ,2008 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,   51 ,      19
PUDUCHERRY                ,2008 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,   11 ,       3
PUDUCHERRY                ,2009 ,Below 18  ,MALE   ,     2 ,     39 ,      1 ,    6 ,      24
PUDUCHERRY                ,2009 ,Below 18  ,MALE   ,     1 ,      2 ,      1 ,    1 ,       2
PUDUCHERRY                ,2009 ,18 to 60  ,MALE   ,    40 ,   1471 ,     34 ,    1 ,    1884
PUDUCHERRY                ,2009 ,18 to 60  ,MALE   ,     1 ,      2 ,      3 ,    1 ,     155
PUDUCHERRY                ,2009 ,Above 60  ,MALE   ,     1 ,      2 ,      1 ,   44 ,      19
PUDUCHERRY                ,2009 ,Above 60  ,MALE   ,     1 ,      2 ,      1 ,    1 ,       3
PUDUCHERRY                ,2010 ,Below 18  ,MALE   ,     2 ,     30 ,      1 ,    1 ,      22
PUDUCHERRY                ,2010 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       2
PUDUCHERRY                ,2010 ,18 to 60  ,MALE   ,    46 ,   1118 ,     33 ,   68 ,    1694
PUDUCHERRY                ,2010 ,18 to 60  ,MALE   ,     2 ,      1 ,      2 ,   15 ,     139
PUDUCHERRY                ,2010 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    9 ,      17
PUDUCHERRY                ,2010 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       3
PUDUCHERRY                ,2011 ,Below 18  ,MALE   ,     2 ,     39 ,      1 ,    1 ,      23
PUDUCHERRY                ,2011 ,Below 18  ,MALE   ,     1 ,      2 ,      1 ,    1 ,       2
PUDUCHERRY                ,2011 ,18 to 60  ,MALE   ,    42 ,   1457 ,     23 ,   50 ,    1768
PUDUCHERRY                ,2011 ,18 to 60  ,MALE   ,     1 ,      2 ,      2 ,   11 ,     145
PUDUCHERRY                ,2011 ,Above 60  ,MALE   ,     1 ,      2 ,      1 ,    7 ,      18
PUDUCHERRY                ,2011 ,Above 60  ,MALE   ,     1 ,      2 ,      1 ,    1 ,       3
PUDUCHERRY                ,2012 ,Below 18  ,MALE   ,     2 ,     37 ,      1 ,    1 ,      22
PUDUCHERRY                ,2012 ,Below 18  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       2
PUDUCHERRY                ,2012 ,18 to 60  ,MALE   ,    39 ,   1378 ,     36 ,   78 ,    1707
PUDUCHERRY                ,2012 ,18 to 60  ,MALE   ,     1 ,      1 ,      3 ,   17 ,     140
PUDUCHERRY                ,2012 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,   10 ,      18
PUDUCHERRY                ,2012 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    2 ,       3
PUNJAB                    ,2001 ,Below 18  ,FEMALE ,     6 ,    129 ,      9 ,    1 ,      14
PUNJAB                    ,2001 ,Below 18  ,MALE   ,     1 ,      6 ,      2 ,    3 ,       3
PUNJAB                    ,2001 ,18 to 60  ,FEMALE ,   726 ,   7842 ,    719 , 2666 ,    4852
PUNJAB                    ,2001 ,18 to 60  ,MALE   ,    78 ,    152 ,    106 ,  366 ,     608
PUNJAB                    ,2001 ,Above 60  ,FEMALE ,     9 ,      3 ,      4 ,   14 ,      19
PUNJAB                    ,2001 ,Above 60  ,MALE   ,     2 ,      6 ,      2 ,    2 ,       3
PUNJAB                    ,2002 ,Below 18  ,FEMALE ,     6 ,    127 ,     10 ,    1 ,      15
PUNJAB                    ,2002 ,Below 18  ,MALE   ,     1 ,      6 ,      2 ,    3 ,       4
PUNJAB                    ,2002 ,18 to 60  ,FEMALE ,   720 ,   7736 ,    778 , 2737 ,    5066
PUNJAB                    ,2002 ,18 to 60  ,MALE   ,    78 ,    150 ,    115 ,  376 ,     635
PUNJAB                    ,2002 ,Above 60  ,FEMALE ,     9 ,      3 ,      5 ,   14 ,      20
PUNJAB                    ,2002 ,Above 60  ,MALE   ,     2 ,      6 ,      2 ,    3 ,       4
PUNJAB                    ,2003 ,Below 18  ,FEMALE ,     6 ,    137 ,      8 ,    1 ,      14
PUNJAB                    ,2003 ,Below 18  ,MALE   ,     1 ,      6 ,      2 ,    4 ,       3
PUNJAB                    ,2003 ,18 to 60  ,FEMALE ,   728 ,   8329 ,    652 , 3081 ,    4817
PUNJAB                    ,2003 ,18 to 60  ,MALE   ,    79 ,    162 ,     96 ,  423 ,     604
PUNJAB                    ,2003 ,Above 60  ,FEMALE ,     9 ,      3 ,      4 ,   16 ,      19
PUNJAB                    ,2003 ,Above 60  ,MALE   ,     2 ,      6 ,      2 ,    3 ,       3
PUNJAB                    ,2004 ,Below 18  ,FEMALE ,     6 ,    112 ,      8 ,    1 ,      14
PUNJAB                    ,2004 ,Below 18  ,MALE   ,     1 ,      5 ,      2 ,    3 ,       3
PUNJAB                    ,2004 ,18 to 60  ,FEMALE ,   819 ,   6799 ,    665 , 2714 ,    4837
PUNJAB                    ,2004 ,18 to 60  ,MALE   ,    88 ,    132 ,     98 ,  373 ,     606
PUNJAB                    ,2004 ,Above 60  ,FEMALE ,    10 ,      2 ,      4 ,   14 ,      19
PUNJAB                    ,2004 ,Above 60  ,MALE   ,     2 ,      5 ,      2 ,    3 ,       3
PUNJAB                    ,2005 ,Below 18  ,FEMALE ,     6 ,    125 ,      9 ,    1 ,      14
PUNJAB                    ,2005 ,Below 18  ,MALE   ,     1 ,      6 ,      2 ,    3 ,       3
PUNJAB                    ,2005 ,18 to 60  ,FEMALE ,   824 ,   7619 ,    693 , 2899 ,    4683
PUNJAB                    ,2005 ,18 to 60  ,MALE   ,    89 ,    148 ,    103 ,  398 ,     587
PUNJAB                    ,2005 ,Above 60  ,FEMALE ,    10 ,      3 ,      4 ,   15 ,      18
PUNJAB                    ,2005 ,Above 60  ,MALE   ,     2 ,      6 ,      2 ,    3 ,       3
PUNJAB                    ,2006 ,Below 18  ,FEMALE ,     7 ,    164 ,     11 ,    1 ,      16
PUNJAB                    ,2006 ,Below 18  ,MALE   ,     1 ,      7 ,      2 ,    4 ,       4
PUNJAB                    ,2006 ,18 to 60  ,FEMALE ,   871 ,   9987 ,    867 , 3272 ,    5492
PUNJAB                    ,2006 ,18 to 60  ,MALE   ,    94 ,    194 ,    128 ,  449 ,     688
PUNJAB                    ,2006 ,Above 60  ,FEMALE ,    11 ,      3 ,      5 ,   17 ,      21
PUNJAB                    ,2006 ,Above 60  ,MALE   ,     2 ,      7 ,      2 ,    3 ,       4
PUNJAB                    ,2007 ,Below 18  ,FEMALE ,     6 ,    208 ,     14 ,    1 ,      18
PUNJAB                    ,2007 ,Below 18  ,MALE   ,     1 ,      9 ,      3 ,    4 ,       4
PUNJAB                    ,2007 ,18 to 60  ,FEMALE ,   825 ,  12681 ,   1121 , 3480 ,    6233
PUNJAB                    ,2007 ,18 to 60  ,MALE   ,    89 ,    246 ,    165 ,  478 ,     781
PUNJAB                    ,2007 ,Above 60  ,FEMALE ,    10 ,      4 ,      7 ,   18 ,      24
PUNJAB                    ,2007 ,Above 60  ,MALE   ,     2 ,      9 ,      3 ,    3 ,       4
PUNJAB                    ,2008 ,Below 18  ,FEMALE ,     6 ,    221 ,     13 ,    1 ,      18
PUNJAB                    ,2008 ,Below 18  ,MALE   ,     1 ,     10 ,      3 ,    4 ,       4
PUNJAB                    ,2008 ,18 to 60  ,FEMALE ,   812 ,  13470 ,   1058 , 3067 ,    6152
PUNJAB                    ,2008 ,18 to 60  ,MALE   ,    88 ,    262 ,    156 ,  421 ,     771
PUNJAB                    ,2008 ,Above 60  ,FEMALE ,    10 ,      4 ,      6 ,   16 ,      24
PUNJAB                    ,2008 ,Above 60  ,MALE   ,     2 ,     10 ,      3 ,    3 ,       4
PUNJAB                    ,2009 ,Below 18  ,FEMALE ,     7 ,    221 ,     13 ,    1 ,      18
PUNJAB                    ,2009 ,Below 18  ,MALE   ,     1 ,     10 ,      3 ,    4 ,       4
PUNJAB                    ,2009 ,18 to 60  ,FEMALE ,   871 ,  13479 ,   1035 , 2970 ,    6078
PUNJAB                    ,2009 ,18 to 60  ,MALE   ,    94 ,    262 ,    153 ,  408 ,     762
PUNJAB                    ,2009 ,Above 60  ,FEMALE ,    11 ,      4 ,      6 ,   15 ,      24
PUNJAB                    ,2009 ,Above 60  ,MALE   ,     2 ,     10 ,      3 ,    3 ,       4
PUNJAB                    ,2010 ,Below 18  ,FEMALE ,     7 ,    219 ,     15 ,    1 ,      16
PUNJAB                    ,2010 ,Below 18  ,MALE   ,     1 ,     10 ,      3 ,    4 ,       4
PUNJAB                    ,2010 ,18 to 60  ,FEMALE ,   911 ,  13378 ,   1173 , 3364 ,    5636
PUNJAB                    ,2010 ,18 to 60  ,MALE   ,    98 ,    260 ,    173 ,  462 ,     706
PUNJAB                    ,2010 ,Above 60  ,FEMALE ,    11 ,      4 ,      7 ,   17 ,      22
PUNJAB                    ,2010 ,Above 60  ,MALE   ,     2 ,     10 ,      3 ,    3 ,       4
PUNJAB                    ,2011 ,Below 18  ,FEMALE ,     7 ,    195 ,     13 ,    1 ,      16
PUNJAB                    ,2011 ,Below 18  ,MALE   ,     1 ,      9 ,      3 ,    4 ,       4
PUNJAB                    ,2011 ,18 to 60  ,FEMALE ,   846 ,  11892 ,   1029 , 3421 ,    5450
PUNJAB                    ,2011 ,18 to 60  ,MALE   ,    91 ,    231 ,    152 ,  470 ,     683
PUNJAB                    ,2011 ,Above 60  ,FEMALE ,    10 ,      4 ,      6 ,   17 ,      21
PUNJAB                    ,2011 ,Above 60  ,MALE   ,     2 ,      9 ,      3 ,    3 ,       4
PUNJAB                    ,2012 ,Below 18  ,FEMALE ,     7 ,    215 ,     17 ,    1 ,      15
PUNJAB                    ,2012 ,Below 18  ,MALE   ,     1 ,     10 ,      4 ,    4 ,       4
PUNJAB                    ,2012 ,18 to 60  ,FEMALE ,   851 ,  13160 ,   1381 , 3315 ,    5137
PUNJAB                    ,2012 ,18 to 60  ,MALE   ,    92 ,    256 ,    204 ,  455 ,     644
PUNJAB                    ,2012 ,Above 60  ,FEMALE ,    10 ,      4 ,      8 ,   17 ,      20
PUNJAB                    ,2012 ,Above 60  ,MALE   ,     2 ,     10 ,      4 ,    3 ,       4
RAJASTHAN                 ,2001 ,Below 18  ,MALE   ,    44 ,   2874 ,    185 ,   25 ,     407
RAJASTHAN                 ,2001 ,Below 18  ,FEMALE ,     5 ,      7 ,     10 ,    3 ,      25
RAJASTHAN                 ,2001 ,18 to 60  ,MALE   ,  1168 ,  38697 ,   4436 , 7018 ,   41143
RAJASTHAN                 ,2001 ,18 to 60  ,FEMALE ,    82 ,    452 ,    234 ,  419 ,    4692
RAJASTHAN                 ,2001 ,Above 60  ,MALE   ,    25 ,     83 ,     27 ,  261 ,     667
RAJASTHAN                 ,2001 ,Above 60  ,FEMALE ,     1 ,     29 ,      3 ,   36 ,     178
RAJASTHAN                 ,2002 ,Below 18  ,FEMALE ,    44 ,   2735 ,    175 ,   27 ,     364
RAJASTHAN                 ,2002 ,Below 18  ,MALE   ,     5 ,      7 ,     10 ,    3 ,      23
RAJASTHAN                 ,2002 ,18 to 60  ,FEMALE ,  1188 ,  36820 ,   4185 , 7495 ,   36784
RAJASTHAN                 ,2002 ,18 to 60  ,MALE   ,    83 ,    430 ,    221 ,  447 ,    4195
RAJASTHAN                 ,2002 ,Above 60  ,FEMALE ,    25 ,     79 ,     26 ,  279 ,     596
RAJASTHAN                 ,2002 ,Above 60  ,MALE   ,     1 ,     27 ,      3 ,   39 ,     159
RAJASTHAN                 ,2003 ,Below 18  ,FEMALE ,    44 ,   2708 ,    151 ,   27 ,     334
RAJASTHAN                 ,2003 ,Below 18  ,MALE   ,     5 ,      7 ,      8 ,    3 ,      21
RAJASTHAN                 ,2003 ,18 to 60  ,FEMALE ,  1169 ,  36459 ,   3623 , 7403 ,   33775
RAJASTHAN                 ,2003 ,18 to 60  ,MALE   ,    82 ,    426 ,    191 ,  442 ,    3852
RAJASTHAN                 ,2003 ,Above 60  ,FEMALE ,    25 ,     78 ,     22 ,  275 ,     547
RAJASTHAN                 ,2003 ,Above 60  ,MALE   ,     1 ,     27 ,      2 ,   38 ,     146
RAJASTHAN                 ,2004 ,Below 18  ,FEMALE ,    44 ,   3025 ,    162 ,   30 ,     334
RAJASTHAN                 ,2004 ,Below 18  ,MALE   ,     5 ,      8 ,      9 ,    3 ,      21
RAJASTHAN                 ,2004 ,18 to 60  ,FEMALE ,  1182 ,  40733 ,   3875 , 8396 ,   33759
RAJASTHAN                 ,2004 ,18 to 60  ,MALE   ,    83 ,    476 ,    205 ,  501 ,    3850
RAJASTHAN                 ,2004 ,Above 60  ,FEMALE ,    25 ,     87 ,     24 ,  312 ,     547
RAJASTHAN                 ,2004 ,Above 60  ,MALE   ,     1 ,     30 ,      2 ,   43 ,     146
RAJASTHAN                 ,2005 ,Below 18  ,FEMALE ,    42 ,   2843 ,    134 ,   29 ,     289
RAJASTHAN                 ,2005 ,Below 18  ,MALE   ,     5 ,      7 ,      7 ,    3 ,      18
RAJASTHAN                 ,2005 ,18 to 60  ,FEMALE ,  1131 ,  38278 ,   3218 , 8178 ,   29167
RAJASTHAN                 ,2005 ,18 to 60  ,MALE   ,    79 ,    447 ,    170 ,  488 ,    3326
RAJASTHAN                 ,2005 ,Above 60  ,FEMALE ,    24 ,     82 ,     20 ,  304 ,     473
RAJASTHAN                 ,2005 ,Above 60  ,MALE   ,     1 ,     28 ,      2 ,   42 ,     126
RAJASTHAN                 ,2006 ,Below 18  ,FEMALE ,    43 ,   2834 ,    134 ,   35 ,     283
RAJASTHAN                 ,2006 ,Below 18  ,MALE   ,     5 ,      7 ,      7 ,    4 ,      18
RAJASTHAN                 ,2006 ,18 to 60  ,FEMALE ,  1138 ,  38164 ,   3201 , 9895 ,   28544
RAJASTHAN                 ,2006 ,18 to 60  ,MALE   ,    80 ,    446 ,    169 ,  591 ,    3255
RAJASTHAN                 ,2006 ,Above 60  ,FEMALE ,    24 ,     81 ,     20 ,  368 ,     463
RAJASTHAN                 ,2006 ,Above 60  ,MALE   ,     1 ,     28 ,      2 ,   51 ,     124
RAJASTHAN                 ,2007 ,Below 18  ,FEMALE ,    45 ,   3051 ,    147 ,   41 ,     277
RAJASTHAN                 ,2007 ,Below 18  ,MALE   ,     6 ,      8 ,      8 ,    5 ,      17
RAJASTHAN                 ,2007 ,18 to 60  ,FEMALE ,  1208 ,  41079 ,   3517 ,11577 ,   27941
RAJASTHAN                 ,2007 ,18 to 60  ,MALE   ,    85 ,    480 ,    186 ,  691 ,    3187
RAJASTHAN                 ,2007 ,Above 60  ,FEMALE ,    26 ,     88 ,     22 ,  430 ,     453
RAJASTHAN                 ,2007 ,Above 60  ,MALE   ,     1 ,     31 ,      2 ,   60 ,     121
RAJASTHAN                 ,2008 ,Below 18  ,FEMALE ,    45 ,   3170 ,    160 ,   41 ,     287
RAJASTHAN                 ,2008 ,Below 18  ,MALE   ,     5 ,      8 ,      9 ,    5 ,      18
RAJASTHAN                 ,2008 ,18 to 60  ,FEMALE ,  1194 ,  42686 ,   3835 ,11654 ,   28943
RAJASTHAN                 ,2008 ,18 to 60  ,MALE   ,    84 ,    499 ,    203 ,  695 ,    3301
RAJASTHAN                 ,2008 ,Above 60  ,FEMALE ,    25 ,     91 ,     24 ,  433 ,     469
RAJASTHAN                 ,2008 ,Above 60  ,MALE   ,     1 ,     32 ,      2 ,   60 ,     125
RAJASTHAN                 ,2009 ,Below 18  ,FEMALE ,    49 ,   3448 ,    196 ,   51 ,     308
RAJASTHAN                 ,2009 ,Below 18  ,MALE   ,     6 ,      9 ,     11 ,    6 ,      19
RAJASTHAN                 ,2009 ,18 to 60  ,FEMALE ,  1303 ,  46426 ,   4706 ,14415 ,   31138
RAJASTHAN                 ,2009 ,18 to 60  ,MALE   ,    91 ,    542 ,    248 ,  860 ,    3551
RAJASTHAN                 ,2009 ,Above 60  ,FEMALE ,    28 ,     99 ,     29 ,  535 ,     505
RAJASTHAN                 ,2009 ,Above 60  ,MALE   ,     1 ,     34 ,      3 ,   74 ,     135
RAJASTHAN                 ,2010 ,Below 18  ,FEMALE ,    50 ,   3431 ,    207 ,   56 ,     292
RAJASTHAN                 ,2010 ,Below 18  ,MALE   ,     6 ,      9 ,     11 ,    6 ,      18
RAJASTHAN                 ,2010 ,18 to 60  ,FEMALE ,  1347 ,  46196 ,   4962 ,15745 ,   29447
RAJASTHAN                 ,2010 ,18 to 60  ,MALE   ,    94 ,    540 ,    262 ,  939 ,    3358
RAJASTHAN                 ,2010 ,Above 60  ,FEMALE ,    29 ,     99 ,     30 ,  585 ,     477
RAJASTHAN                 ,2010 ,Above 60  ,MALE   ,     1 ,     34 ,      3 ,   81 ,     127
RAJASTHAN                 ,2011 ,Below 18  ,FEMALE ,    51 ,   3239 ,    224 ,   59 ,     289
RAJASTHAN                 ,2011 ,Below 18  ,MALE   ,     6 ,      8 ,     12 ,    6 ,      18
RAJASTHAN                 ,2011 ,18 to 60  ,FEMALE ,  1379 ,  43616 ,   5375 ,16545 ,   29164
RAJASTHAN                 ,2011 ,18 to 60  ,MALE   ,    97 ,    509 ,    284 ,  987 ,    3326
RAJASTHAN                 ,2011 ,Above 60  ,FEMALE ,    29 ,     93 ,     33 ,  615 ,     473
RAJASTHAN                 ,2011 ,Above 60  ,MALE   ,     1 ,     32 ,      3 ,   85 ,     126
RAJASTHAN                 ,2012 ,Below 18  ,FEMALE ,    51 ,   3554 ,    225 ,   65 ,     293
RAJASTHAN                 ,2012 ,Below 18  ,MALE   ,     6 ,      9 ,     12 ,    7 ,      18
RAJASTHAN                 ,2012 ,18 to 60  ,FEMALE ,  1377 ,  47855 ,   5396 ,18429 ,   29564
RAJASTHAN                 ,2012 ,18 to 60  ,MALE   ,    97 ,    559 ,    285 , 1099 ,    3372
RAJASTHAN                 ,2012 ,Above 60  ,FEMALE ,    29 ,    102 ,     33 ,  684 ,     479
RAJASTHAN                 ,2012 ,Above 60  ,MALE   ,     1 ,     35 ,      3 ,   95 ,     128
SIKKIM                    ,2001 ,Below 18  ,MALE   ,     1 ,     58 ,      1 ,    5 ,      10
SIKKIM                    ,2001 ,Below 18  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
SIKKIM                    ,2001 ,18 to 60  ,MALE   ,    26 ,    170 ,      8 ,    9 ,      28
SIKKIM                    ,2001 ,18 to 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       2
SIKKIM                    ,2001 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
SIKKIM                    ,2001 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
SIKKIM                    ,2002 ,Below 18  ,MALE   ,     1 ,     51 ,      1 ,   17 ,      21
SIKKIM                    ,2002 ,Below 18  ,FEMALE ,     1 ,      1 ,      1 ,    3 ,       1
SIKKIM                    ,2002 ,18 to 60  ,MALE   ,    15 ,    149 ,     11 ,   33 ,      63
SIKKIM                    ,2002 ,18 to 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       3
SIKKIM                    ,2002 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
SIKKIM                    ,2002 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
SIKKIM                    ,2003 ,Below 18  ,MALE   ,     1 ,     47 ,      0 ,    7 ,      23
SIKKIM                    ,2003 ,Below 18  ,FEMALE ,     1 ,      1 ,      0 ,    2 ,       1
SIKKIM                    ,2003 ,18 to 60  ,MALE   ,    17 ,    137 ,      0 ,   14 ,      68
SIKKIM                    ,2003 ,18 to 60  ,FEMALE ,     1 ,      1 ,      0 ,    1 ,       3
SIKKIM                    ,2003 ,Above 60  ,MALE   ,     1 ,      1 ,      0 ,    1 ,       1
SIKKIM                    ,2003 ,Above 60  ,FEMALE ,     1 ,      1 ,      0 ,    1 ,       1
SIKKIM                    ,2004 ,Below 18  ,MALE   ,     1 ,     55 ,      1 ,    9 ,      48
SIKKIM                    ,2004 ,Below 18  ,FEMALE ,     1 ,      1 ,      1 ,    2 ,       1
SIKKIM                    ,2004 ,18 to 60  ,MALE   ,    19 ,    161 ,      9 ,   18 ,     143
SIKKIM                    ,2004 ,18 to 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       6
SIKKIM                    ,2004 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
SIKKIM                    ,2004 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
SIKKIM                    ,2005 ,Below 18  ,MALE   ,     1 ,     65 ,      1 ,   16 ,      39
SIKKIM                    ,2005 ,Below 18  ,FEMALE ,     1 ,      1 ,      1 ,    3 ,       1
SIKKIM                    ,2005 ,18 to 60  ,MALE   ,    10 ,    189 ,      5 ,   32 ,     117
SIKKIM                    ,2005 ,18 to 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       5
SIKKIM                    ,2005 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
SIKKIM                    ,2005 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
SIKKIM                    ,2006 ,Below 18  ,MALE   ,     1 ,     81 ,      1 ,   16 ,      32
SIKKIM                    ,2006 ,Below 18  ,FEMALE ,     1 ,      1 ,      1 ,    3 ,       1
SIKKIM                    ,2006 ,18 to 60  ,MALE   ,    23 ,    239 ,     15 ,   31 ,      94
SIKKIM                    ,2006 ,18 to 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       4
SIKKIM                    ,2006 ,Above 60  ,MALE   ,     1 ,      1 ,      1 ,    1 ,       1
SIKKIM                    ,2006 ,Above 60  ,FEMALE ,     1 ,      1 ,      1 ,    1 ,       1
